Número de extracción;Fecha;Hora;Presión agua intercambiador (psi);Nivel de kathene acondicionador (in);Presión atomización en acondicionador (psi);Presión atomización en regenerador (psi);Caida de presión en filtros cambridge (in H2O);Caida de presión en acodicionador (in H2O);Caida de presión en regenerador (in H2O);Temperatura aire A (°C);Temperatura aire B (°C);Temperatura aire C (°C)
148;2019-06-16;4:30;2;12,7;4,4;0,1;0,20;1,90;0,70;34,4;34,8;47,4
149;2019-06-16;14:30;2;12,1;4,2;0,1;0,21;1,90;0,80;36,2;36,6;48,8
149;2019-06-16;19:00;2;12,3;4,2;0,1;0,21;1,90;0,80;35,5;36,0;48,1
149;2019-06-17;0:00;0;11,7;4,2;0,1;0,20;1,90;0,70;34,4;34,8;47,5
149;2019-06-17;4:00;3;11,9;4,3;0,2;0,20;1,90;0,80;34,1;34,6;47,0
149;2019-06-17;8:00;5;12,5;4,2;0,2;0,20;1,90;0,80;36,0;35,6;48,0
150;2019-06-17;17:00;2;11,8;4,2;0,1;0,21;1,90;0,90;36,5;36,9;49,2
150;2019-06-17;20:00;2;12,2;4,2;0,1;0,21;1,90;0,80;35,9;36,4;48,5
150;2019-06-18;1:00;3;12,4;4,2;0,1;0,21;1,90;0,70;35,2;35,7;46,3
150;2019-06-18;4:00;6;11,6;4,3;0,2;0,23;1,90;0,80;34,9;35,6;46,0
150;2019-06-18;8:00;4;11,9;4,2;0,1;0,22;1,90;0,80;35,3;35,7;46,8
150;2019-06-18;12:00;0;12,1;4,2;0,1;0,22;1,90;0,80;36,3;36,6;48,0
151;2019-06-18;21:00;0;12,2;4,3;0,1;0,22;1,90;0,90;35,5;36,1;46,3
151;2019-06-19;8:00;4;11,8;4,3;0,1;0,22;1,90;0,80;36,0;36,4;47,0
151;2019-06-19;12:00;2;12,1;4,3;0,1;0,22;1,90;0,80;36,6;37,0;48,7
151;2019-06-19;15:00;0;11,2;4,2;0,1;0,22;1,90;0,80;36,6;37,3;47,7
152;2019-06-20;0:00;5;11,9;4,2;0,1;0,22;1,90;0,80;35,4;35,6;46,5
152;2019-06-20;8:00;3;11,7;4,3;0,1;0,22;1,90;0,80;34,9;35,6;46,1
152;2019-06-20;11:00;0;12,1;4,2;0,1;0,22;1,90;0,80;36,1;36,7;47,2
152;2019-06-20;16:00;4;11,9;4,2;0,1;0,21;2,00;0,80;35,6;36,3;46,6
153;2019-06-21;10:00;0;10,8;4,4;0,1;0,22;1,90;0,80;35,5;36,3;46,8
153;2019-06-21;17:00;5;11,5;4,3;0,1;0,21;1,90;0,70;35,2;36,1;46,4
153;2019-06-22;0:00;2;11,2;4,4;0,1;0,22;1,90;0,80;34,5;35,2;45,9
154;2019-06-22;11:00;3;11,5;4,5;0,1;0,22;1,90;0,80;36,0;35,6;45,6
154;2019-06-22;16:00;10;12,6;4,3;0,1;0,23;1,90;0,80;35,8;36,7;46,9
154;2019-06-22;20:00;9;11,6;4,3;0,1;0,22;1,90;0,80;34,5;35,4;45,9
154;2019-06-22;23:00;5;12,3;4,3;0,1;0,22;2,00;0,80;34,8;35,4;45,9
154;2019-06-23;5:00;4;11,6;4,2;0,1;0,22;2,00;0,70;34,2;34,8;45,6
155;2019-06-23;14:30;2;12,2;4,3;0,1;0,22;1,90;0,80;35,4;36,3;47,2
155;2019-06-23;19:00;2;12,0;4,3;0,1;0,22;1,90;0,70;35,0;35,9;46,8
155;2019-06-23;23:00;4;12,3;4,2;0,1;0,22;2,00;0,80;34,7;34,9;45,9
155;2019-06-24;4:00;5;11,8;4,3;0,1;0,22;2,00;0,70;34,5;34,8;45,1
155;2019-06-24;14:30;4;12,5;4,3;0,1;0,22;1,90;0,80;35,2;36,0;46,5
156;2019-06-24;19:00;4;12,2;4,3;0,1;0,22;1,90;0,80;34,4;35,2;46,0
156;2019-06-25;0:00;9;12,2;4,2;0,1;0,23;1,90;0,70;34,7;35,2;46,0
156;2019-06-25;4:00;12;12,1;4,3;0,1;0,23;1,90;0,70;34,2;34,8;45,4
156;2019-06-25;7:00;10;11,6;4,3;0,1;0,22;1,90;0,70;34,3;34,8;45,6
156;2019-06-25;13:00;3;12,8;4,3;0,1;0,23;1,90;0,80;35,5;36,1;46,7
157;2019-06-26;8:00;4;12,0;4,2;0,1;0,23;1,90;0,60;34,6;36,0;48,0
157;2019-06-26;12:00;0;12,0;4,2;0,1;0,23;1,80;0,70;36,0;35,9;49,5
157;2019-06-26;15:00;9;13,0;4,4;0,1;0,22;2,00;0,70;36,4;37,2;47,3
157;2019-06-26;20:00;5;13,4;4,4;0,1;0,22;1,90;0,80;35,8;36,3;46,7
157;2019-06-26;23:00;3;12,5;4,3;0,1;0,22;1,90;1,00;35,7;36,2;47,1
158;2019-06-27;20:00;4;13,1;4,4;0,1;0,22;1,70;0,70;35,7;36,2;46,7
158;2019-06-27;23:00;6;12,2;4,3;0,1;0,22;1,70;0,80;35,3;35,6;46,5
158;2019-06-28;3:00;4;12,0;4,3;0,1;0,22;1,70;0,90;34,5;35,0;46,1
159;2019-06-28;23:00;4;11,5;4,3;0,1;0,24;1,70;0,80;34,7;35,4;46,8
159;2019-06-29;3:00;6;12,1;4,3;0,1;0,24;1,70;0,90;33,7;34,1;45,9
159;2019-06-29;8:00;9;12,0;4,3;0,1;0,24;1,70;0,90;36,0;35,0;48,0
159;2019-06-29;12:00;6;12,2;4,0;0,1;0,24;1,80;0,90;35,0;34,6;49,0
160;2019-06-30;3:00;3;12,4;4,0;0,1;0,24;1,90;0,80;36,5;34,0;49,0
160;2019-06-30;8:00;1;11,9;4,2;0,1;0,24;1,20;0,70;34,8;35,5;46,0
160;2019-06-30;11:00;1;11,8;4,2;0,1;0,24;1,70;0,80;35,8;36,6;47,1
160;2019-06-30;15:00;0;12,5;4,2;0,1;0,22;1,70;0,70;36,1;36,8;47,4
161;2019-07-01;5:00;0;11,8;4,2;0,1;0,23;1,60;0,70;34,1;34,7;45,2
161;2019-07-01;9:00;0;12,4;4,3;0,1;0,23;1,70;0,70;35,0;35,5;46,2
161;2019-07-01;13:00;11;12,5;4,2;0,1;0,23;1,70;0,70;35,4;36,1;46,4
161;2019-07-01;17:00;3;12,3;4,3;0,1;0,23;1,70;0,70;35,2;35,9;46,3
161;2019-07-01;20:00;4;11,5;4,3;0,1;0,24;1,70;0,80;35,0;35,5;46,3
162;2019-07-02;7:00;3;11,4;4,2;0,1;0,24;1,70;0,70;33,9;34,4;45,3
162;2019-07-02;11:00;1;12,2;4,3;0,1;0,14;0,90;0,90;35,6;36,6;47,8
162;2019-07-02;17:00;3;11,9;4,2;0,1;0,20;1,70;0,90;34,7;35,3;47,7
162;2019-07-02;20:00;5;12,4;4,3;0,1;0,20;1,80;0,80;35,2;35,7;47,9
163;2019-07-03;11:00;10;11,8;4,1;0,1;0,24;1,70;0,70;35,5;36,3;46,3
163;2019-07-03;16:00;1;12,2;4,3;0,1;0,14;0,90;0,90;35,6;36,6;47,8
163;2019-07-03;20:00;1;12,8;4,1;0,1;0,23;1,70;0,70;34,8;35,2;45,8
164;2019-07-04;15:00;1;12,6;4,1;0,1;0,23;1,70;0,80;36,6;37,1;47,6
164;2019-07-04;20:00;1;12,1;4,1;0,1;0,23;1,70;0,40;34,5;35,0;45,5
164;2019-07-04;23:00;1;11,8;4,2;0,1;0,24;1,70;1,30;35,8;35,2;44,9
164;2019-07-04;4:00;4;12,2;4,2;0,1;0,24;1,40;1,40;33,7;34,2;44,7
164;2019-07-05;8:00;0;12,4;4,2;0,1;0,24;1,80;0,70;35,5;35,9;46,8
165;2019-07-05;19:00;0;10,5;4,2;0,1;0,25;1,70;0,70;35,0;35,4;46,2
165;2019-07-06;0:00;3;13,0;4,2;0,1;0,24;1,90;0,90;33,3;33,8;44,5
165;2019-07-06;8:00;1;12,4;4,2;0,1;0,23;1,80;0,80;35,0;35,5;46,1
166;2019-07-06;20:00;0;12,1;4,3;0,1;0,23;1,70;0,80;34,9;35,3;45,8
166;2019-07-07;0:00;0;13,0;4,2;0,1;0,23;1,70;0,80;34,4;35,1;44,7
166;2019-07-07;4:00;0;12,0;4,1;0,1;0,23;1,80;0,70;33,8;34,3;44,7
167;2019-07-07;23:00;3;11,5;4,2;0,1;0,23;1,70;0,70;35,1;35,7;46,5
167;2019-07-08;4:00;1;12,7;4,2;0,1;0,23;1,70;0,70;34,3;34,7;45,2
167;2019-07-08;7:00;4;12,1;4,2;0,1;0,23;1,70;0,60;34,2;34,6;45,2
168;2019-07-09;0:00;4;12,5;4,1;0,1;0,23;1,70;0,70;34,0;34,6;44,6
168;2019-07-09;4:30;2;12,8;4,1;0,1;0,23;1,70;0,70;33,6;34,1;44,6
168;2019-07-09;7:00;7;12,1;4,1;0,1;0,23;1,80;0,60;33,5;33,8;44,7
168;2019-07-09;11:00;3;12,3;4,1;0,2;0,20;1,80;0,00;38,6;39,0;49,8
168;2019-07-09;15:00;8;12,4;4,1;0,2;0,20;1,80;0,60;34,5;35,0;49,0
169;2019-07-10;8:00;5;11,0;4,2;0,1;0,25;1,70;0,70;34,2;34,6;45,4
169;2019-07-10;12:00;7;11,0;4,2;0,1;0,25;1,70;0,70;35,1;35,7;46,3
169;2019-07-10;16:00;9;12,1;4,1;0,1;0,25;1,70;0,80;35,9;36,6;47,3
169;2019-07-10;21:00;2;12,3;4,2;0,1;0,25;1,80;0,80;35,0;35,4;46,3
170;2019-07-11;10:00;8;12,5;4,2;0,1;0,25;1,90;0,80;36,5;34,6;48,0
170;2019-07-11;17:00;0;11,0;4,0;0,1;0,25;1,70;0,80;36,4;36,8;47,9
170;2019-07-11;20:00;1;12,3;4,1;0,1;0,24;1,70;1,00;35,2;35,5;44,7
170;2019-07-12;0:00;0;12,0;4,3;0,1;0,25;1,70;1,00;35,1;35,4;46,5
170;2019-07-12;6:00;5;12,2;4,2;0,1;0,25;1,70;1,00;34,2;34,5;45,7
171;2019-07-12;15:00;1;11,9;4,2;0,1;0,24;1,60;0,80;35,8;36,2;46,9
171;2019-07-12;20:00;0;12,7;4,1;0,1;0,24;1,70;0,70;34,6;35,1;45,9
171;2019-07-12;23:00;9;12,4;4,1;0,1;0,25;1,70;0,80;34,3;34,8;45,5
171;2019-07-13;4:00;9;12,0;4,1;0,1;0,25;1,70;0,70;34,1;34,5;49,7
172;2019-07-13;17:00;5;12,6;4,1;0,1;0,25;1,70;0,70;34,5;34,9;47,9
172;2019-07-14;0:00;0;12,4;4,2;0,1;0,25;1,80;0,80;34,6;35,0;40,0
172;2019-07-14;4:00;8;13,0;4,0;0,1;0,25;1,80;0,80;33,7;34,4;44,7
173;2019-07-14;20:00;0;12,1;4,2;0,1;0,25;1,80;0,70;35,4;35,8;46,7
173;2019-07-14;23:00;0;12,7;4,2;0,1;0,25;1,80;0,80;34,5;35,0;45,6
173;2019-07-15;4:00;0;12,6;4,2;0,1;0,25;1,80;0,80;36,3;35,8;46,1
173;2019-07-15;7:00;10;12,7;4,2;0,1;0,25;1,70;0,70;35,6;35,3;45,2
173;2019-07-15;11:00;8;12,9;4,2;0,1;0,25;1,80;0,80;36,2;36,1;45,9
174;2019-07-15;23:00;0;12,3;4,2;0,1;0,25;1,80;0,80;35,3;35,0;44,9
174;2019-07-16;4:00;5;12,6;4,2;0,1;0,25;1,80;0,80;34,7;34,4;44,7
174;2019-07-16;7:00;8;12,5;4,2;0,1;0,25;1,80;0,70;34,2;34,0;44,4
174;2019-07-16;11:00;4;12,6;4,2;0,1;0,25;1,80;0,80;35,7;35,5;45,9
174;2019-07-16;15:00;5;12,4;4,2;0,2;0,25;1,70;0,80;36,4;36,7;46,6
175;2019-07-17;5:00;8;12,3;4,0;0,1;0,25;1,80;0,80;35,5;35,7;45,0
175;2019-07-17;8:00;1;12,1;4,2;0,1;0,25;1,80;0,80;35,6;35,7;45,8
175;2019-07-17;11:00;7;12,6;4,2;0,1;0,25;1,80;0,80;36,7;37,0;47,2
175;2019-07-17;15:00;0;12,6;4,2;0,1;0,25;1,80;0,80;36,8;34,0;49,0
175;2019-07-17;20:00;0;12,0;4,2;0,1;0,25;1,87;0,80;35,6;36,0;49,0
175;2019-07-17;00.00;5;12,6;4,2;0,1;0,25;1,80;0,80;35,5;35,4;45,7
176;2019-07-18;15:00;2;12,6;4,2;0,2;0,25;1,70;0,80;38,7;39,7;48,3
176;2019-07-18;20:00;3;12,2;4,2;0,1;0,25;1,80;0,80;35,8;36,1;46,1
176;2019-07-18;23:00;4;12,2;4,1;0,1;0,25;1,80;0,80;35,3;35,5;45,5
176;2019-07-18;5:00;10;12,4;4,2;0,1;0,25;1,80;0,70;35,5;35,5;45,8
176;2019-07-19;8:00;6;12,5;4,2;0,1;0,25;1,80;0,80;36,0;35,0;48,0
177;2019-07-19;20:00;3;12,2;4,2;0,1;0,25;1,80;0,80;35,8;36,1;46,1
177;2019-07-20;23:00;8;12,0;4,2;0,1;0,25;1,80;0,80;36,0;34,0;49,0
177;2019-07-20;5:00;5;12,5;4,2;0,1;0,30;1,80;0,80;34,6;36,0;48,5
177;2019-07-20;7:00;5;12,3;4,2;0,1;0,27;1,80;0,70;34,9;36,0;46,0
177;2019-07-20;11:00;7;11,7;4,2;0,1;0,25;1,70;0,80;35,5;36,2;46,3
178;2019-07-20;21:00;8;12,2;4,2;0,1;0,25;1,80;0,80;35,7;35,7;45,8
178;2019-07-21;23:30;6;12,5;4,2;0,1;0,25;1,80;0,80;36,0;37,0;46,0
178;2019-07-21;5:00;5;12,0;4,2;0,1;0,25;1,80;0,80;35,6;36,0;47,0
178;2019-07-21;7:00;4;12,2;4,2;0,1;0,25;1,70;0,80;35,3;35,5;46,4
178;2019-07-21;11.00;5;11,9;4,2;0,1;0,25;1,70;0,80;37,1;37,2;47,5
178;2019-07-21;15:00;1;12,1;4,3;0,2;0,26;1,70;0,80;37,3;37,8;47,5
179;2019-07-22;23:00;8;12,0;4,2;0,1;0,25;1,90;0,60;36,0;37,0;48,0
179;2019-07-22;5:00;8;12,0;4,2;0,2;0,25;1,90;0,60;34,0;35,0;48,0
179;2019-07-22;7:00;5;11,7;4,2;0,1;0,25;1,80;0,70;34,4;34,8;46,7
179;2019-07-22;12:00;6;11,9;4,2;0,1;0,25;1,70;0,70;36,9;37,1;47,1
179;2019-07-22;15:00;2;12,8;4,2;0,1;0,25;1,80;0,70;36,2;36,1;46,5
180;2019-07-23;0:00;2;12,5;4,2;0,1;0,25;1,80;0,80;34,8;34,9;45,9
180;2019-07-23;3:00;2;11,9;4,2;0,1;0,25;1,70;0,80;34,6;34,8;45,6
180;2019-07-23;7:00;9;12,7;4,3;0,1;0,25;1,80;0,70;34,1;34,0;45,0
180;2019-07-23;12:00;2;12,6;4,1;0,1;0,25;1,80;0,80;36,1;36,0;46,6
180;2019-07-23;15:00;3;13,0;4,2;0,1;0,25;1,80;0,80;36,4;36,4;46,4
181;2019-07-24;3:00;2;12,1;4,2;0,1;0,25;1,70;0,80;35,0;35,2;45,8
181;2019-07-24;7:00;0;12,1;4,2;0,1;0,25;1,70;0,70;35,3;35,2;45,6
181;2019-07-24;11:00;0;12,9;4,2;0,1;0,25;1,80;0,70;36,1;35,9;46,3
181;2019-07-24;15:00;1;12,3;4,1;0,1;0,25;1,70;0,80;36,0;36,1;46,6
182;2019-07-25;5:00;6;12,1;4,2;0,1;0,25;1,80;0,70;34,5;34,7;44,0
182;2019-07-25;17:00;3;13,0;4,2;0,1;0,25;1,80;0,70;36,1;36,0;46,3
182;2019-07-25;20:00;0;12,6;4,2;0,1;0,25;1,80;0,80;35,8;35,5;45,8
182;2019-07-26;0:00;0;12,4;4,2;0,1;0,25;1,80;0,70;35,5;35,3;45,7
183;2019-07-26;7:00;0;11,8;4,2;0,1;0,25;1,70;0,80;35,7;35,7;45,0
183;2019-07-26;15:00;0;11,5;4,2;0,1;0,26;1,70;0,80;37,0;37,3;47,1
183;2019-03-26;19:00;0;12,0;4,2;0,1;0,26;1,80;0,80;36,7;37,0;46,6
184;2019-07-27;12:00;8;12,3;4,2;0,1;0,25;1,70;0,70;36,3;36,6;46,7
184;2019-07-27;15:00;0;11,4;4,2;0,1;0,26;1,70;0,80;36,6;36,9;46,8
184;2019-07-27;19:00;0;12,1;4,2;0,1;0,26;1,70;0,70;36,4;36,6;46,4
184;2019-07-27;23:00;4;12,1;4,2;0,1;0,25;1,90;0,80;35,5;35,4;45,7
184;2019-07-28;7:00;6;11,8;4,2;0,1;0,26;1,80;0,80;35,0;35,1;45,0
185;2019-07-28;13:00;2;12,3;4,2;0,1;0,26;1,70;0,70;36,2;36,4;46,2
185;2019-07-28;15:00;1;12,9;4,0;0,1;0,25;1,80;0,70;36,9;36,9;47,0
185;2019-07-28;19.00;6;12,5;4,2;0,1;0,25;1,80;0,70;35,6;35,4;46,0
185;2019-07-28;23:00;5;11,6;4,2;0,1;0,26;1,80;0,80;34,7;34,8;45,0
185;2019-07-29;3:00;4;11,8;4,2;0,1;0,26;1,80;0,70;34,7;34,6;45,4
185;2019-07-29;6:15;2;11,6;4,2;0,1;0,26;1,70;0,70;34,0;34,1;44,1
186;2019-07-29;15.30;4;12,1;4,2;0,1;0,25;1,70;0,70;37,0;37,2;47,2
186;2019-07-29;19:20;7;12,3;4,2;0,1;0,26;1,80;0,70;35,9;36,0;46,2
186;2019-07-30;0:00;3;12,8;4,2;0,2;0,26;1,80;0,80;35,1;35,0;45,5
186;2019-07-30;4:00;7;12,2;4,1;0,1;0,26;1,80;0,70;34,1;34,0;44,7
186;2019-07-30;6:30;4;12,0;4,2;0,1;0,26;1,70;0,70;33,7;33,8;44,3
186;2019-07-30;11:00;2;12,4;4,2;0,1;0,26;1,70;0,70;36,1;36,3;46,2
187;2019-07-30;19:00;0;12,8;4,2;0,1;0,26;1,80;0,70;37,3;37,6;47,0
187;2019-07-30;23:00;2;12,5;4,2;0,1;0,26;1,70;0,70;36,0;36,1;46,0
187;2019-07-31;7:20;0;21,8;0,0;0,1;0,25;1,80;0,00;31,3;32,0;37,5
187;2019-07-31;12:00;5;16,0;4,3;0,2;0,26;1,80;0,70;34,2;34,5;41,3
188;2019-08-01;0:00;0;11,1;4,2;0,1;0,26;1,80;0,80;35,3;35,6;45,7
188;2019-08-01;3:00;0;12,2;4,2;0,1;0,26;1,70;0,70;34.4;34,2;44,8
188;2019-08-01;7:20;1;12,8;4,2;0,1;0,26;1,80;0,70;34,3;34,4;44,9
188;2019-08-01;13:10;2;12,7;4,2;0,1;0,26;1,80;0,70;36,4;36,6;47,0
188;2019-08-01;16:00;1;12,6;4,2;0,2;0,27;1,70;0,80;36,6;36,8;47,3
189;2019-08-01;23:35;5;12,1;4,2;0,1;0,26;1,80;0,90;35,4;35,6;45,4
189;2019-08-02;4:10;3;12,1;4,2;0,1;0,26;1,80;1,50;34,7;35,0;45,3
189;2019-08-02;8:00;1;12,1;4,2;0,1;0,27;1,80;0,80;35,2;35,2;46,2
189;2019-08-02;12:00;1;12,6;4,2;0,1;0,27;1,80;0,70;36,1;36,2;46,9
189;2019-08-02;14:30;0;12,7;4,2;0,1;0,27;1,70;0,70;35,8;35,9;46,5
189;2019-08-02;19:00;2;12,0;4,2;0,1;0,27;1,70;0,80;35,4;35,4;46,3
190;2019-08-03;2:20;2;12,1;4,2;0,1;0,26;1,80;0,70;34,8;35,0;45,1
190;2019-08-03;5:20;1;12,6;4,2;0,1;0,27;1,80;0,70;34,7;34,7;45,4
190;2019-08-03;8:00;1;12,1;4,3;0,1;0,27;1,80;0,70;34,8;34,7;45,9
190;2019-08-03;12:00;3;12,0;4,3;0,1;0,27;1,80;0,60;35,5;35,6;46,3
190;2019-08-03;14:30;4;11,4;4,2;0,1;0,27;1,70;0,70;35,6;35,9;46,3
190;2019-08-03;19:00;2;11,9;4,2;0,1;0,27;1,70;0,70;35,2;35,4;46,0
191;2019-08-04;4:00;4;12,3;4,2;0,1;0,27;1,80;1,00;34,9;35,3;45,0
191;2019-08-04;8:00;0;12,8;4,2;0,1;0,26;1,80;0,80;35,5;35,6;46,3
191;2019-08-04;12:00;4;12,8;4,2;0,1;0,26;1,80;0,80;36,0;36,3;46,7
191;2019-08-04;14:30;2;11,4;4,2;0,1;0,27;1,70;0,80;36,0;36,3;46,7
191;2019-08-04;19:00;4;12,0;4,2;0,1;0,27;1,70;0,70;35,8;36,0;45,4
192;2019-08-05;12:00;0;12,5;4,2;0,1;0,27;1,80;0,80;37,1;37,5;47,6
192;2019-08-05;14:30;4;12,0;4,2;0,1;0,27;1,70;0,80;37,3;37,8;47,8
192;2019-08-05;19:00;4;11,7;4,2;0,1;0,27;1,70;0,80;36,8;37,0;47,2
192;2019-08-05;23:00;2;12,1;4,2;0,1;0,28;1,80;1,50;35,6;35,7;46,2
192;2019-08-06;3:00;2;12,6;4,1;0,1;0,27;1,70;1,80;34,2;34,3;44,9
192;2019-08-06;7:00;5;12,2;4,2;0,1;0,27;1,70;0,80;34,9;35,0;45,0
193;2019-08-06;12:00;4;11,7;4,2;0,1;0,27;1,80;0,80;36,9;37,0;47,0
193;2019-08-06;15:20;4;12,2;4,2;0,1;0,27;1,80;0,70;37,0;37,4;47,8
193;2019-08-06;19:30;4;12,6;4,2;0,1;0,27;1,80;0,70;35,1;35,4;45,8
193;2019-08-07;2:00;5;12,0;4,2;0,1;0,27;1,80;0,80;34,6;34,8;45,3
193;2019-08-07;7:00;4;12,4;4,2;0,1;0,27;1,70;0,80;34,3;34,5;45,1
194;2019-08-07;15:25;1;12,8;4,2;0,1;0,27;1,80;1,80;37,1;37,4;47,8
194;2019-08-07;19:20;0;12,2;4,2;0,1;0,27;1,80;1,70;36,0;36,2;46,8
194;2019-08-07;23:00;0;12,3;4,2;0,1;0,27;1,70;0,80;36,2;36,2;46,8
194;2019-08-08;3:00;4;11,9;4,2;0,1;0,27;1,70;0,70;35,4;35,5;46,4
194;2019-08-08;6:30;11;12,7;4,2;0,1;0,27;1,80;0,70;34,3;34,4;45,4
195;2019-08-08;16:00;3;12,3;4,3;0,2;0,28;1,70;0,80;37,9;37,9;48,3
195;2019-08-08;20:00;2;12,2;4,1;0,1;0,26;1,80;0,70;35,3;35,4;46,2
195;2019-08-08;23:00;2;12,5;4,2;0,1;0,27;1,70;0,80;35,4;35,6;45,8
195;2019-08-09;3:00;2;12,0;4,2;0,1;0,27;1,70;0,70;34,6;34,8;45,0
195;2019-08-09;7:30;0;12,6;4,2;0,1;0,27;1,80;0,70;34,3;34,4;45,2
196;2019-08-09;16:00;3;11,8;4,2;0,2;0,26;1,70;0,70;37,5;38,0;47,8
196;2019-08-09;20:00;1;12,0;4,3;0,1;0,28;1,80;0,80;34,7;35,2;45,6
196;2019-08-10;0:10;0;11,8;4,2;0,1;0,27;1,80;0,70;34,2;34,7;45,2
196;2019-08-10;4:00;1;12,8;4,2;0,1;0,27;1,80;0,70;34,1;34,4;44,9
196;2019-08-10;8:00;7;11,8;4,3;0,1;0,26;1,80;0,70;34,9;35,1;46,0
197;2019-08-10;20:00;3;12,4;4,2;0,1;0,27;1,80;0,70;35,3;35,4;46,4
197;2019-08-11;23:50;2;12,7;4,2;0,1;0,27;1,80;0,70;34,8;35,1;45,6
197;2019-08-11;4:10;0;12,3;4,3;0,1;0,27;1,80;0,70;34,3;34,7;45,1
197;2019-08-11;8:00;0;11,8;4,0;0,1;0,28;1,80;0,90;36,3;36,5;47,2
198;2019-08-11;19:00;2;12,0;4,2;0,1;0,27;1,70;0,80;35,8;36,0;46,7
198;2019-08-12;23:15;3;12,5;4,0;0,1;0,30;1,80;0,80;36,0;37,0;48,0
198;2019-08-12;5:00;2;12,0;4,0;0,1;0,30;1,80;0,80;34,6;34,6;49,0
198;2019-08-12;8:00;1;12,7;4,2;0,1;0,28;1,80;1,20;35,9;36,1;46,8
198;2019-08-12;11:00;0;11,3;4,2;0,2;0,28;1,70;0,70;38,0;38,3;49,0
198;2019-08-12;14:30;0;11,9;4,4;0,1;0,28;1,70;0,70;37,8;38,1;49,0
199;2019-08-13;1:00;4;11,8;4,1;0,1;0,28;1,70;1,10;35,6;35,8;46,7
199;2019-08-13;5:00;0;12,7;4,2;0,1;0,28;1,80;1,80;35,3;35,4;46,0
199;2019-08-13;14:30;5;12,1;4,2;0,1;0,28;1,80;0,70;36,3;36,5;47,4
199;2019-08-13;19:00;6;11,7;4,2;0,1;0,28;1,70;0,70;35,8;36,0;47,0
200;2019-08-18;15:00;15;13,8;4,2;0,1;0,03;1,90;1,40;33,5;35,3;30,8
201;2019-08-19;13:00;22;14,3;4,4;0,1;0,30;1,70;1,30;36,2;36,0;33,5
201;2019-08-19;16:00;14;12,5;4,4;0,2;0,29;1,80;1,40;36,7;36,6;34,0
201;2019-08-19;20:00;15;12,9;4,4;0,1;0,29;1,80;1,50;35,4;35,3;32,6
201;2019-08-20;15:00;12;11,9;4,1;0,1;0,29;1,70;1,40;36,7;37,4;37,0
202;2019-08-20;19:00;10;12,2;4,4;0,1;0,29;1,80;1,40;36,2;37,0;37,2
202;2019-08-20;23:00;15;12,2;4,5;0,1;0,30;1,70;1,50;35,2;35,4;36,7
202;2019-08-21;4:30;18;12,8;4,5;0,1;0,30;1,70;1,40;35,3;35,3;36,5
202;2019-08-21;13:00;14;12,6;4,8;0,1;0,30;1,60;1,50;37,4;38,0;40,9
202;2019-08-21;14:30;12;12,1;4,4;0,1;0,29;1,70;1,40;37,2;37,9;39,7
202;2019-08-21;19:00;16;11,8;4,4;0,1;0,29;1,70;1,40;36,8;37,4;39,6
203;2019-08-22;3:00;15;13,2;4,5;0,1;0,29;1,70;1,40;35,4;35,0;36,8
203;2019-08-22;8:00;13;13,0;4,8;0,1;0,30;1,60;1,40;34,7;34,7;36,8
203;2019-08-22;13:00;17;12,6;4,4;0,1;0,30;1,60;1,50;36,9;37,6;40,1
204;2019-08-23;8:00;14;12,2;4,4;0,1;0,29;1,70;1,40;35,8;36,0;39,5
204;2019-08-23;11:00;12;11,9;4,4;0,1;0,29;1,70;1,40;36,5;36,6;39,8
204;2019-08-23;23:00;15;12,4;4,4;0,1;0,29;1,70;1,40;36,0;36,0;38,6
204;2019-08-24;2:30;18;12,0;4,4;0,1;0,29;1,80;1,40;35,2;35,4;38,0
205;2019-08-24;7.25;20;12,2;4,4;0,1;0,29;1,80;0,80;35,9;36,0;37,8
205;2019-08-24;8:30;13;12,2;4,5;0,1;0,30;1,60;1,40;35,6;35,7;38,1
205;2019-08-24;11:00;14;12,2;4,4;0,1;0,30;1,70;1,40;36,1;36,9;39,2
205;2019-08-24;23:00;18;12,8;4,4;0,1;0,30;1,60;1,50;34,8;35,5;37,1
205;2019-08-25;3:00;16;12,8;4,5;0,1;0,30;1,70;1,40;34,7;35,2;37,4
206;2019-08-25;15:00;19;12,7;4,4;0,2;0,29;1,70;1,50;36,5;37,5;39,7
206;2019-08-25;19:30;15;12,5;4,4;0,2;0,30;1,70;1,40;35,5;35,9;38,5
206;2019-08-25;22:30;13;12,7;4,5;0,2;0,30;1,60;1,40;34,7;34,9;37,6
206;2019-08-26;3:00;14;12,5;4,5;0,2;0,30;1,70;1,50;34,8;35,5;38,0
207;2019-08-26;10:30;14;12,2;4,4;0,2;0,30;1,70;1,50;37,5;38,0;40,2
207;2019-08-26;13:00;15;12,4;4,5;0,2;0,30;1,70;1,50;37,8;38,1;39,8
207;2019-08-26;18:00;17;12,3;4,4;0,2;0,30;1,70;1,40;36,3;36,5;39,4
207;2019-08-26;20:30;16;12,5;4,4;0,1;0,30;1,70;1,40;35,1;35,3;38,1
207;2019-08-27;7:00;16;12,7;4,5;0,1;0,30;1,70;1,60;34,0;34,5;36,0
208;2019-08-27;12:45;8;12,6;4,4;0,2;0,30;1,60;1,50;39,4;39,7;41,4
208;2019-08-27;16:00;15;12,6;4,3;0,2;0,30;1,70;1,50;37,7;38,4;40,9
