Número de extracción;Fecha;Número tanque de residuo;Temperatura final de adición de vapor (°C);Tiempo de adición de vapor (min);Nivel de vacio (in);Claridad final (NTU);pH Inicial;pH final;Concentración licor de residuo (%);Volumen licor de residuo (L);Peso de carnaza de residuo (kg)
200;2019-08-19;1;69,0;1:00;6;30;4.05;5.25;3,7;11525,54;424
200;2019-08-19;2;69,0;1:00;5;36;4,00;5,00;5,2;6244,21;325
200;2019-08-19;2;67,0;1:00;6;37;3,85;5,15;5,0;6139,62;309
200;2019-08-19;2;69,0;1:00;7;49;4,25;4,95;3,6;6035,02;217
201;2019-08-21;1;67,0;1:00;7;47;3,65;4,80;3,2;11437,58;366
201;2019-08-21;2;67,0;1:00;5;20;4,10;4,90;3,2;6244,21;200
201;2019-08-21;1;67,0;1:00;10;39;4,12;4,98;3,9;11173,70;438
201;2019-08-21;2;67,0;1:00;10;40;4,35;5,02;4,7;5721,23;270
201;2019-08-21;1;67,0;1:00;10;27;4,30;4,81;4,4;11173,70;492
202;2019-08-22;1;67,0;1:00;6;31;4,20;4,90;2,3;11525,54;265
202;2019-08-22;2;67,0;1:00;5;11;4,00;4,81;5,0;6244,21;312
202;2019-08-22;1;67,0;1:00;7;45;4,50;5,13;6,3;11437,58;721
202;2019-08-22;2;67,0;1:00;8;47;4,60;5,15;6,0;5930,42;353
202;2019-08-22;2;66,0;1:00;5;32;4,65;4,95;4,8;6244,21;300
203;2019-08-23;2;66,0;1:00;5;23;3,90;4,99;4,9;6244,21;306
203;2019-08-23;1;66,0;1:00;7;22;3,90;4,97;4,9;11437,58;560
203;2019-08-23;2;67,0;1:00;6;17;3,83;4,93;4,9;6139,62;301
203;2019-08-23;2;67,0;1:00;6;67;3,92;5,20;5,9;6139,62;362
203;2019-08-23;2;67,0;1:00;10;54;4,75;4,83;6,4;5721,23;366
204;2019-08-24;2;68,0;1:00;7;31;3,77;4,97;4,1;6035,02;246
204;2019-08-24;1;68,0;1:00;6;22;3,70;4,90;3,3;11525,54;378
204;2019-08-24;2;67,0;1:00;5;32;3,80;4,87;3,9;6244,21;245
204;2019-08-24;1;67,0;1:00;8;31;4,50;4,95;5,1;11349,62;581
204;2019-08-24;2;67,0;1:00;7;28;4,45;5,00;4,4;6035,02;266
205;2019-08-26;2;67,0;1:00;6;32;3,93;5,30;2,2;6139,62;138
205;2019-08-26;1;67,0;1:00;7;47;3,90;5,20;2,6;11437,58;302
205;2019-08-26;2;67,0;1:00;14;20;3,70;4,82;2,8;5302,84;148
205;2019-08-26;2;66,0;1:00;10;33;4,05;4,40;4,8;5721,23;275
205;2019-08-26;1;66,0;1:00;14;38;4,04;4,35;5,4;10821,86;589
205;2019-08-26;2;66,0;1:00;12;32;4,00;5,10;4,9;5512,03;269
206;2019-08-27;2;67,0;1:00;15;68;3,95;5,20;4,0;5198,24;208
206;2019-08-27;1;67,0;1:00;5;40;3,94;4,90;3,0;11613,50;353
206;2019-08-27;1;60,0;1:00;6;43;3,54;4,64;4,9;11525,54;562
206;2019-08-27;2;66,0;1:00;8;52;3,80;6,21;1,8;5930,42;104
206;2019-08-27;1;66,0;1:00;5;39;4,04;4,60;6,6;11613,50;771
206;2019-08-27;2;66,0;1:00;6;36;3,99;4,80;4,5;6139,62;275
207;2019-08-28;1;68,0;1:00;7;29;4,10;4,90;2,0;11437,58;229
207;2019-08-28;2;68,0;1:00;7;37;3,90;4,80;8,0;6035,02;483
207;2019-08-28;1;68,0;1:00;8;50;4,10;4,95;6,0;11349,62;681
207;2019-08-28;2;68,0;1:00;6;35;4,25;4,90;5,0;6139,62;307
207;2019-08-28;1;68,0;1:00;5;37;4,37;4,87;6,0;11613,50;697
208;2019-08-29;1;68,0;1:00;6;28;3,61;4,92;3,8;11525,54;443
208;2019-08-29;2;68,0;1:00;8;18;3,00;5,15;2,5;5930,42;147
208;2019-08-29;1;66,0;1:00;5;29;3,87;5,00;4,5;11613,50;520
208;2019-08-29;2;68,0;0:30;27;87;3,40;4,80;1,9;3943,08;75
209;2019-08-30;1;68,0;1:00;7;51;4,70;5,30;1,5;11437,58;174
209;2019-08-30;2;67,0;1:00;8;28;4,20;5,20;2,2;5930,42;133
209;2019-08-30;1;67,0;1:00;6;46;4,60;4,95;2,7;11525,54;313
209;2019-08-30;2;63,0;1:00;20;63;2,90;5,25;1,6;4675,26;75
209;2019-08-30;2;67,0;1:00;10;21;4,70;4,70;4,4;5721,23;252
209;2019-08-30;2;47,0;1:00;6;40;3,90;5,25;0,8;6139,62;49
210;2019-08-31;1;70,0;1:00;8;28;4,77;5,34;4,1;11349,62;463
210;2019-08-31;1;71,0;1:00;6;24;3,88;5,15;4,8;11525,54;553
210;2019-08-31;2;70,0;1:00;8;68;4,00;5,10;4,1;5930,42;242
210;2019-08-31;2;71,0;1:00;10;27;3,84;5,20;3,0;5721,23;169
210;2019-08-31;1;71,0;1:00;8;43;4,52;5,23;4,5;11349,62;508
211;2019-09-01;2;70,0;1:00;5;44;4,47;5,27;4,0;6244,21;250
211;2019-09-01;1;67,0;1:00;3;49;4,38;4,61;3,5;11789,42;415
211;2019-09-01;2;67,0;1:00;6;51;4,38;4,75;4,3;6139,62;265
211;2019-09-01;1;69,0;1:00;5;47;4,44;4,90;5,1;11613,50;595
211;2019-09-01;2;69,0;1:00;7;15;3,48;4,95;2,7;6035,02;164
211;2019-09-01;2;69,0;1:00;10;20;4,70;5,07;4,3;5721,23;247
212;2019-09-02;1;70,0;1:00;8;20;3,80;4,70;6,8;11349,62;772
212;2019-09-02;2;70,0;1:00;7;15;3,98;4,70;7,0;6035,02;422
212;2019-09-02;2;70,0;1:00;8;35;2,45;4,78;2,2;5930,42;130
212;2019-09-02;1;68,0;1:00;8;24;4,39;4,80;4,7;11349,62;533
212;2019-09-03;2;69,0;1:00;5;35;2,57;5,10;1,5;6244,21;94
